timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-09T15:22:40,codecarbon,14ce22ab-7785-4151-a544-9e2201753a84,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,505.3346531570424,0.0016254390686853,3.216559676900282e-06,42.5,58.335657520810976,94.27981853485107,0.0059637567960134,0.0098743656772635,0.0131673749247017,0.0290054973979787,France,FRA,occitanie,,,Linux-6.8.0-49-generic-x86_64-with-glibc2.35,3.12.4,2.8.1,64,Intel(R) Xeon(R) Gold 6426Y,2,2 x NVIDIA RTX A4500,1.4451,43.6046,251.41284942626956,machine,N,1.0
2024-12-09T15:41:41,codecarbon,250e9134-b628-400e-ae6d-119acaa60e4c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,101.7490189409582,0.0003075283549104067,3.022420836203402e-06,42.5,72.63716031667741,94.27981853485109,0.0012011560297373867,0.0016237235211997714,0.002662876385293084,0.005487755936230244,France,FRA,occitanie,,,Linux-6.8.0-49-generic-x86_64-with-glibc2.35,3.12.4,2.8.1,64,Intel(R) Xeon(R) Gold 6426Y,2,2 x NVIDIA RTX A4500,1.4451,43.6046,251.41284942626953,machine,N,1.0
